url,is_spam
https://aeiqzoxu.net/free/user,False
https://szmjnoyi.org/free?id=1230,True
https://ojavolhv.com/click/click?token=5738,True
https://fqwwniud.org/user/click,False
https://qcipdzxp.com/verify?promo=4937,True
https://bazjtevp.com/offer/click,False
https://dwlejaxo.net/click/offer,False
https://aysdrnfo.com/user/click/verify?id=6274,True
https://imebsmwg.com/verify/click/free?token=9357,True
https://pwnbigcq.org/unsubscribe/verify?promo=6383,True
https://lvhtpkyg.net/free?promo=9407,True
https://pivzuisk.org/unsubscribe?id=6274,True
https://smtbhcem.com/click,False
https://dttpnqeh.com/unsubscribe/offer?id=3321,True
https://anmtopyi.xyz/unsubscribe,False
https://jfnqomjl.net/offer/unsubscribe?id=3335,True
https://zlxpyswy.com/free/verify,False
https://pgtimdem.net/user,False
https://yuulyfys.org/user/free/offer?id=5291,True
https://wqbjfrdn.org/unsubscribe/unsubscribe,False
https://ugaksaow.net/user/free/click?promo=7486,True
https://wmagpasj.com/free/user?promo=7107,True
https://rkdcwges.net/unsubscribe/offer/offer?id=4533,True
https://aoiusdqw.org/verify?promo=8269,True
https://aauiokrc.org/verify/unsubscribe?id=3028,True
https://ijulxtjt.net/verify/verify,False
https://bhtcgkth.com/click/free?token=3614,True
https://wdermhic.org/click?id=8937,True
https://zwctgedl.net/unsubscribe/free?promo=1172,True
https://lbeoxjle.org/offer/user,False
https://ooimunzk.org/verify?promo=3353,True
https://remucmrr.xyz/unsubscribe/user/verify?token=1228,True
https://rghtrgyz.com/verify/unsubscribe?promo=6560,True
https://ioqbrvup.org/user,False
https://leivyrzb.org/user/offer/verify?token=2407,True
https://mawufyex.net/free,False
https://htnyufph.org/free/click,False
https://sdqrxqvw.org/unsubscribe?token=1252,True
https://rebgadhj.org/click/verify,False
https://zgoloqgp.net/offer/click,False
https://dhidrjqx.com/offer/user/user?promo=1237,True
https://ugclahdt.xyz/click,False
https://ammtvpdt.net/user/free?promo=3914,True
https://uwymgjim.xyz/verify/offer?token=5818,True
https://kaoggqaf.com/free?token=3726,True
https://rtdanwnv.org/user/unsubscribe?promo=1638,True
https://bksfghac.org/verify/verify/offer?token=2295,True
https://nclpzlyo.org/verify,False
https://tpepxhgy.com/free?promo=2009,True
https://gcjzyfjg.net/free,False
https://fbqqsoux.org/click/offer?id=3787,True
https://tbbqzqkq.net/verify,False
https://wreotzpw.com/verify?promo=3589,True
https://sxkahtre.xyz/unsubscribe/offer?id=2614,True
https://vndxqjxg.xyz/offer?token=7415,True
https://lhirecio.net/user,False
https://nqdvdhwd.xyz/verify,False
https://dvyhcnjs.xyz/unsubscribe/offer?token=8268,True
https://ttfmfhuk.xyz/user/verify,False
https://jayurlji.org/unsubscribe,False
https://ksverrte.xyz/free/user?token=9558,True
https://lmvfmodm.org/offer/offer/user?promo=6030,True
https://nfqpjpkp.org/offer?token=5823,True
https://lpfnpmwb.net/verify?token=4866,True
https://jpysqakk.xyz/click/free?promo=1739,True
https://hitawsxt.com/free,False
https://btnvftvt.com/free,False
https://jpdfwild.xyz/unsubscribe/offer,False
https://zvtbpnsu.xyz/click,False
https://ragjinhs.com/unsubscribe/unsubscribe,False
https://dybftagt.org/free,False
https://bhyvveya.org/verify,False
https://zmpfatvq.net/verify/free,False
https://vprvbmza.xyz/click/click,False
https://sqhguwuc.xyz/unsubscribe/user,False
https://jrffjgkt.xyz/user?promo=3513,True
https://jibyvhjl.com/free,False
https://zkkppube.org/free,False
https://brhfddaa.com/free/offer/free?id=7956,True
https://dhqmbjcw.xyz/offer/verify,False
https://wmfalhzk.org/verify?token=4789,True
https://bpwtweos.com/free/offer?token=8280,True
https://ltxlymhr.xyz/click/click/offer?id=6216,True
https://snklchrf.com/user,False
https://plnifgpb.org/free,False
https://qnsejfil.xyz/offer?token=7557,True
https://xmmjaqhk.com/offer,False
https://kcbqmnmk.com/click/free,False
https://qqzdpbhd.xyz/unsubscribe/verify,False
https://qpbhrnnh.com/offer/offer,False
https://nvvlwwcx.xyz/user/user/free?promo=3313,True
https://yxglfitd.net/offer/offer,False
https://dgjncxgw.org/offer/unsubscribe/offer?id=2263,True
https://zmcbgnql.com/unsubscribe/free,False
https://fbvjalxc.com/verify/free,False
https://ykqiafcf.com/unsubscribe/free/click?promo=9316,True
https://phakkhey.com/unsubscribe,False
https://ppoxyrbo.xyz/unsubscribe/unsubscribe/offer?token=6728,True
https://gvqbwyuz.com/unsubscribe,False
https://xpnezgcd.net/unsubscribe,False
https://lmgiamxp.com/click?promo=3475,True
https://buekkxyg.org/click,False
https://cqvhooxp.xyz/click,False
https://gzkxqbih.org/free,False
https://klbfqznh.com/user?token=1808,True
https://zjdurruq.xyz/free,False
https://mmwkrtaa.com/offer/free?id=5007,True
https://pygnpuho.org/unsubscribe/offer/free?promo=5410,True
https://ptzowuze.org/offer?token=3575,True
https://qckrqgeg.org/offer/user?id=3357,True
https://eicmhsok.xyz/verify,False
https://spzgotnm.xyz/offer/click,False
https://vbuhybrz.org/offer/offer,False
https://nhdlpmfm.com/offer/click,False
https://ocgdzrsb.xyz/user/user,False
https://ovngsaku.xyz/offer?token=6012,True
https://syaolzat.net/verify,False
https://hdfqjfmu.net/offer/offer?token=4763,True
https://jxovajed.com/click/user?id=5190,True
https://zsnywmtn.net/click,False
https://uvniradx.net/offer,False
https://oowzwlyy.org/click/unsubscribe?promo=8044,True
https://jsnfxbxa.net/unsubscribe/user,False
https://ipgvdpkt.org/click/verify,False
https://zykukoyr.net/click?promo=9833,True
https://drgqgsgd.com/verify,False
https://wuyclgph.net/offer,False
https://viwirjpj.net/click,False
https://beaiefro.net/verify,False
https://fkakxvvg.com/unsubscribe,False
https://gqphgphj.com/click?id=6683,True
https://eknboapx.com/user/click/verify?id=7599,True
https://yxvcbbyb.org/verify,False
https://byudadxg.com/click/verify/verify?token=4627,True
https://zdlmkqou.net/unsubscribe/unsubscribe,False
https://bpowswhc.xyz/user/free?id=5200,True
https://azrhixho.xyz/user/offer/unsubscribe?promo=1491,True
https://ymalfzqd.xyz/verify/click/offer?promo=5389,True
https://etnwozdy.xyz/free/unsubscribe?token=8268,True
